value,clean,CODI_ATC_1,NOMBRE_1,CODI_ATC_0.9,NOMBRE_0.9,CODI_ATC_0.8,NOMBRE_0.8,CODI_ATC_0.7,NOMBRE_0.7
agua de mar,AGUA DE MAR,,,,,,,V03AX,AGUA DEL CARMEN
VIGORIX,VIGORIX,,,,,,,R06AE,VIRLIX
Loratidina,LORATIDINA,,,R06AX,LORATADINA,R06AX,LORATADINA,R06AX,LORATADINA
voltaren,VOLTAREN,,,,,,,M01AB,DOLO VOLTAREN
nerovuton,NEROVUTON,,,,,,,,
gavapentina,GAVAPENTINA,,,,,N03AX,GABAPENTIN,N03AX,GABAPENTIN
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Genfibrozilo,GENFIBROZILO,,,C10AB,GEMFIBROZILO,C10AB,GEMFIBROZILO,C10AB,GEMFIBROZILO
eutirox 112,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
colageno con magnesio,COLAGENO CON MAGNESIO,,,,,,,,
Dormidina,DORMIDINA,R06AA,DORMIDINA,R06AA,DORMIDINA,R06AA,DORMIDINA,R06AA,DORMIDINA
TEBETANE,TEBETANE,,,,,,,L01BA,BERTANEL
espirulina,ESPIRULINA,,,,,,,N02BA,ASPIRINA
fluoxetina,FLUOXETINA,N06AB,FLUOXETINA,N06AB,FLUOXETINA,N06AB,FLUOXETINA,N06AB,FLUOXETINA
"DHEA,25MG",DHEAMG,,,,,,,M01AC,DEKAMEGA
La justicia col?geno,LA JUSTICIA COL?GENO,,,,,,,,
Arkosterol,ARKOSTEROL,,,,,,,G04CX,PROSTUROL
lansoprazol davur,LANSOPRAZOL DAVUR,,,,,,,A02BC,LANSOPRAZOL
FAVE DE FUCA,FAVE DE FUCA,A06AB,FAVE DE FUCA,A06AB,FAVE DE FUCA,A06AB,FAVE DE FUCA,A06AB,FAVE DE FUCA
LORAZEPAN,LORAZEPAN,,,,,N05BA,LORAZEPAM,N05BA,LORAZEPAM
PROFER80,PROFER,B03AB,PROFER,B03AB,PROFER,B03AB,PROFER,B03AB,PROFER
Acid hialuronic,ACID HIALURONIC,,,,,,,M05BA,ACIDO IBANDRONICO
TANSULOSINA,TANSULOSINA,,,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA
OSTEOCARE,OSTEOCARE,,,,,A12AA,OSTEOCAL,A12AA,OSTEOCAL
loracepan,LORACEPAN,,,,,,,N05BA,LORAZEPAM
omeoprafol,OMEOPRAFOL,,,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
diacepan,DIACEPAN,,,,,N05BA,DIAZEPAN,N05BA,DIAZEPAN
omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
LORMETACEPAN,LORMETACEPAN,,,,,N05CD,LORMETAZEPAM,N05CD,LORMETAZEPAM
AZOPT COLIRIO,AZOPT COLIRIO,,,,,S01XA,OPTREX COLIRIO,S01XA,OPTREX COLIRIO
Fluexitina,FLUEXITINA,,,,,N06AB,FLUOXETINA,N06AB,FLUOXETINA
ANA MARIA LAJUSTICIA,ANA MARIA LAJUSTICIA,,,,,,,,
FERRO GRANUMET,FERRO GRANUMET,,,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
citalopran,CITALOPRAN,,,N06AB,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM
flavia,FLAVIA,,,,,J02AC,LAVISA,J02AC,LAVISA
Vitamines,VITAMINES,,,,,A13AA,VITAMINEX,A13AA,VITAMINEX
COLAGEN+MAGNESI,COLAGENMAGNESI,,,,,,,,
eutirox 88,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
paracetamol,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL
Oxybiane (Pileje),OXYBIANE PILEJE,,,,,,,,
GINESEDA,GINESEDA,,,,,,,A10BB,GLIBENESE
demilos,DEMILOS,,,,,,,C04AE,DIEMIL
CARBONAT DE MAGNESI + COLAGENO,CARBONAT DE MAGNESI  COLAGENO,,,,,,,,
IRALTONE AGA,IRALTONE AGA,,,,,,,N05BA,PIRALONE
combriza,COMBRIZA,,,,,G03XC,CONBRIZA,G03XC,CONBRIZA
Noctamic,NOCTAMIC,,,,,N05CD,NOCTAMID,N05CD,NOCTAMID
Gineseda ( Cumlaude),GINESEDA  CUMLAUDE,,,,,,,,
ZOLPIDEN,ZOLPIDEN,,,,,N05CF,ZOLPIDEM,N05CF,ZOLPIDEM
acido folico,ACIDO FOLICO,B03BB,ACIDO FOLICO,B03BB,ACIDO FOLICO,B03BB,ACIDO FOLICO,B03BB,ACIDO FOLICO
triptizol,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
progiluton,PROGILUTON,,,G03FA,PROGYLUTON,G03FA,PROGYLUTON,G03FA,PROGYLUTON
paroxetina,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA
Paroxetina 20 mg.,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA
Aspirina  i Xerop per la tos,ASPIRINA  I XEROP PER LA TOS,,,,,,,,
cidine,CIDINE,A03FA,CIDINE,A03FA,CIDINE,A03FA,CIDINE,A03FA,CIDINE
lorazepam 1 mg,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM
HIDROALTESONA,HIDROALTESONA,H02AB,HIDROALTESONA,H02AB,HIDROALTESONA,H02AB,HIDROALTESONA,H02AB,HIDROALTESONA
Ibuprof?,IBUPROF?,,,,,M01AE,IBUPROX,M01AE,IBUPROX
versicare,VERSICARE,,,G04BD,VESICARE,G04BD,VESICARE,G04BD,VESICARE
GABAPENTINA,GABAPENTINA,,,N03AX,GABAPENTIN,N03AX,GABAPENTIN,N03AX,GABAPENTIN
cerebrex,CEREBREX,,,,,M01AH,CELEBREX,M01AH,CELEBREX
AREDSAN,AREDSAN,,,,,J01CA,RESAN,J01CA,RESAN
NATRUM MURIATICUM,NATRUM MURIATICUM,,,,,,,,
Plenur,PLENUR,N05AN,PLENUR,N05AN,PLENUR,N05AN,PLENUR,N05AN,PLENUR
Velafaxina,VELAFAXINA,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
omega3,OMEGA,,,,,,,N02BA,DOLOMEGA
bonflex,BONFLEX,,,,,,,M03AB,MIOFLEX
Silletum,SILLETUM,,,,,,,,
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
calcium 6,CALCIUM,,,,,,,N05BA,VALIUM
MELATOZINC 1MG,MELATOZINC,,,,,,,N02BB,MELABON
secalip,SECALIP,C10AB,SECALIP,C10AB,SECALIP,C10AB,SECALIP,C10AB,SECALIP
serotonina,SEROTONINA,,,,,S02CA,OTONINA,S02CA,OTONINA
audivit,AUDIVIT,,,,,,,,
MELATONIN FORTE,MELATONIN FORTE,,,,,,,,
Sinvastatina,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
Llevat d'arr?s vermell,LLEVAT DARR?S VERMELL,,,,,,,,
Relajante muscular para aliviar  contracturas musculares,RELAJANTE MUSCULAR PARA ALIVIAR  CONTRACTURAS MUSCULARES,,,,,,,,
tryptizol,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
gabapentina,GABAPENTINA,,,N03AX,GABAPENTIN,N03AX,GABAPENTIN,N03AX,GABAPENTIN
propanolol,PROPANOLOL,,,,,,,C02CA,PROGANDOL
neurolin,NEUROLIN,,,,,N03AX,NEURONTIN,N03AX,NEURONTIN
FLUTIFORM,FLUTIFORM,,,,,,,D07AC,FLUTICREM
quetiapina 100mg,QUETIAPINA,,,,,,,C09BB,TRIAPIN
CITALOPRAN Y LYRICA,CITALOPRAN Y LYRICA,,,,,,,,
crema de magnesia,CREMA DE MAGNESIA,,,,,,,,
Circadin,CIRCADIN,,,,,,,C08CA,LIBRADIN
xalatan,XALATAN,S01EE,XALATAN,S01EE,XALATAN,S01EE,XALATAN,S01EE,XALATAN
simvastatina 10mg,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
tryptizol,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
Fero-gradumet 105 mg,FEROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
Dietablet,DIETABLET,,,,,,,A13AA,VITESTABLE
linoban,LINOBAN,,,,,,,N05AA,SINOGAN
alanerv,ALANERV,,,,,,,,
velafaxina,VELAFAXINA,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
Pilopeptan woman,PILOPEPTAN WOMAN,,,,,,,,
Angelic,ANGELIC,,,,,G03FA,ANGELIQ,G03FA,ANGELIQ
COLAGEN,COLAGEN,,,,,,,M01AG,COSLAN
SINVASTATINA,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
pregabalina,PREGABALINA,,,,,,,,
SUPRADYN,SUPRADYN,,,,,N01AB,SUPRANE,N01AB,SUPRANE
optivite,OPTIVITE,,,,,,,B03BA,OPTOVITE B12
citalopram,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM
OMEOPRAZOL,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Voltaren C?psulas,VOLTAREN C?PSULAS,,,,,,,,
magnesi,MAGNESI,,,,,A12CC,MAGNESAN,A12CC,MAGNESAN
METRONIDAZOL,METRONIDAZOL,,,,,J01XD,METRONIDAZOL IV,J01XD,METRONIDAZOL IV
DIACEPAN,DIACEPAN,,,,,N05BA,DIAZEPAN,N05BA,DIAZEPAN
rivotril,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL
ferro,FERRO,,,,,,,B03AB,FERROCUR
GINESEDA,GINESEDA,,,,,,,A10BB,GLIBENESE
melatonina,MELATONINA,,,H05BA,ELCATONINA,H05BA,ELCATONINA,H05BA,ELCATONINA
Artilax,ARTILAX,,,,,J07BL,ARILVAX,J07BL,ARILVAX
vitamina B12,VITAMINA B,,,A11HA,VITAMINA E,A11HA,VITAMINA E,A11HA,VITAMINA E
complejos vitam?nicos,COMPLEJOS VITAM?NICOS,,,,,,,,
Trankimazin,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN
Pristiq,PRISTIQ,,,,,,,,
MAGNESI I COL?L?GEN,MAGNESI I COL?L?GEN,,,,,,,,
ESIDREX,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX
MELATOCNICA,MELATOCNICA,,,,,,,H05BA,ELCATONINA
prozac,PROZAC,N06AB,PROZAC,N06AB,PROZAC,N06AB,PROZAC,N06AB,PROZAC
seromineral,SEROMINERAL,,,,,,,N03AA,PROMINAL
Conchozan,CONCHOZAN,,,,,,,,
arlosterol,ARLOSTEROL,,,,,C10AA,LIPOSTEROL,C10AA,LIPOSTEROL
Vitamina D,VITAMINA D,,,A11CC,VITAMINA D3,A11CC,VITAMINA D3,A11CC,VITAMINA D3
colchimax,COLCHIMAX,M04AC,COLCHIMAX,M04AC,COLCHIMAX,M04AC,COLCHIMAX,M04AC,COLCHIMAX
fluxetina,FLUXETINA,,,N06AB,FLUOXETINA,N06AB,FLUOXETINA,N06AB,FLUOXETINA
ALPRAZOLAM,ALPRAZOLAM,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM
vigorix forte,VIGORIX FORTE,,,,,,,R05X,VINCIGRIP FORTE
OMEPRAZOL,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
propranolol,PROPRANOLOL,,,,,,,C09AA,ZOPRANOL
Proxetina,PROXETINA,,,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA
eutirox,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
No me'n recordo,NO MEN RECORDO,,,,,,,,
echinaid urto,ECHINAID URTO,,,,,,,V03AX,ECHINASARTO
OMEGA 3,OMEGA,,,,,,,N02BA,DOLOMEGA
ESCITALOPRAM,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM
fluxatina,FLUXATINA,,,,,N06AB,FLUOXETINA,N06AB,FLUOXETINA
Digescap (carb?n vegetal) o Entero Silicona (jarabe homeop?tico),DIGESCAP CARB?N VEGETAL O ENTERO SILICONA JARABE HOMEOP?TICO,,,,,,,,
ABAMIS,ABAMIS,,,,,,,,
CAPILAR (KOROTT),CAPILAR KOROTT,,,,,,,,
Prelox,PRELOX,,,,,,,J01CA,RELOXYL
Cloruro de magnesio,CLORURO DE MAGNESIO,,,,,V09GX,CLORURO DE TALIO,V09GX,CLORURO DE TALIO
Broken,BROKEN,,,,,,,C07AB,BELOKEN
diazepan,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN
triptizol,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
VIGORIX,VIGORIX,,,,,,,R06AE,VIRLIX
omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Omega 3-6-9,OMEGA,,,,,,,N02BA,DOLOMEGA
col?geno + hialur?nic,COL?GENO  HIALUR?NIC,,,,,,,,
Omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
simvastatina alter,SIMVASTATINA ALTER,,,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
PILEXIL CAPSULAS,PILEXIL CAPSULAS,,,,,,,,
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
ACUTIL EPA,ACUTIL EPA,,,,,,,,
imigran,IMIGRAN,N02CC,IMIGRAN,N02CC,IMIGRAN,N02CC,IMIGRAN,N02CC,IMIGRAN
metilcelulosa,METILCELULOSA,,,,,,,,
colageno/magnesio,COLAGENOMAGNESIO,,,,,,,,
eferelgan codeina,EFERELGAN CODEINA,,,,,,,R05DA,FLUDAN CODEINA
OMEGA 3,OMEGA,,,,,,,N02BA,DOLOMEGA
sebastatina,SEBASTATINA,,,,,R06AX,EBASTINA,R06AX,EBASTINA
Aceite de onagra,ACEITE DE ONAGRA,,,,,,,V07AB,ACEITE DE AJO ORDESA
IBOPRUFENO,IBOPRUFENO,,,,,M01AE,IBUPROFENO,M01AE,IBUPROFENO
Ibuprofeno 600 mg,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO
paroxetina 20 MG,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA,N06AB,PAROXETINA
BESITRAN,BESITRAN,N06AB,BESITRAN,N06AB,BESITRAN,N06AB,BESITRAN,N06AB,BESITRAN
TRIPTIZOL,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
gotes i pomades,GOTES I POMADES,,,,,,,,
lorazepan,LORAZEPAN,,,,,N05BA,LORAZEPAM,N05BA,LORAZEPAM
epaplus,EPAPLUS,,,,,,,D03AX,EMPAPOL
transilium,TRANSILIUM,,,N05BA,TRANXILIUM,N05BA,TRANXILIUM,N05BA,TRANXILIUM
PARADUL,PARADUL,,,,,,,N02BE,PANADOL
Tripcital,TRIPCITAL,,,,,,,N03AF,TRILEPTAL
xalatan,XALATAN,S01EE,XALATAN,S01EE,XALATAN,S01EE,XALATAN,S01EE,XALATAN
femiavant,FEMIAVANT,,,,,,,G02CX,FEMIPLANTE
transilium,TRANSILIUM,,,N05BA,TRANXILIUM,N05BA,TRANXILIUM,N05BA,TRANXILIUM
losartan,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN
Renuovo,RENUOVO,,,,,,,,
hidroxiprogesterona alfa 1% (topic),HIDROXIPROGESTERONA ALFA  TOPIC,,,,,,,,
hidroferol,HIDROFEROL,A11CC,HIDROFEROL,A11CC,HIDROFEROL,A11CC,HIDROFEROL,A11CC,HIDROFEROL
ferrogradumet,FERROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
MIRAPEXIN,MIRAPEXIN,N04BC,MIRAPEXIN,N04BC,MIRAPEXIN,N04BC,MIRAPEXIN,N04BC,MIRAPEXIN
sunlaude,SUNLAUDE,,,,,,,,
idrocerol,IDROCEROL,,,,,A11CC,HIDROFEROL,A11CC,HIDROFEROL
Glicazida,GLICAZIDA,,,A10BB,GLICLAZIDA,A10BB,GLICLAZIDA,A10BB,GLICLAZIDA
advantina,ADVANTINA,,,,,,,N02AB,DOLANTINA
colageno y magnesio,COLAGENO Y MAGNESIO,,,,,,,,
DIACEPAN,DIACEPAN,,,,,N05BA,DIAZEPAN,N05BA,DIAZEPAN
VITIS VINIFERA,VITIS VINIFERA,,,,,,,,
PROPRANOLOL,PROPRANOLOL,,,,,,,C09AA,ZOPRANOL
duloxetina,DULOXETINA,,,,,N06AB,FLUOXETINA,N06AB,FLUOXETINA
PRISTIQ,PRISTIQ,,,,,,,,
orphidal,ORPHIDAL,,,,,R06AX,RAPIDAL,R06AX,RAPIDAL
Tamsulasina,TAMSULASINA,,,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA
paracetamol,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL
PISTIS 100MG,PISTIS,,,,,,,,
SUPRADIN,SUPRADIN,,,,,N01AB,SUPRANE,N01AB,SUPRANE
Traumel (Homeop?tico),TRAUMEL HOMEOP?TICO,,,,,,,,
col?geno y magnesio,COL?GENO Y MAGNESIO,,,,,,,,
triptizol,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
Clorur Magnesi,CLORUR MAGNESI,,,,,,,,
cysticlean,CYSTICLEAN,,,,,,,B05XA,ESTERICLEAN
vitamina con colageno,VITAMINA CON COLAGENO,,,,,,,,
melatonina,MELATONINA,,,H05BA,ELCATONINA,H05BA,ELCATONINA,H05BA,ELCATONINA
Betmiga,BETMIGA,,,,,,,R03AC,BETAMICAN
gamapentina 400,GAMAPENTINA,,,,,N03AX,GABAPENTIN,N03AX,GABAPENTIN
cistitus forte,CISTITUS FORTE,,,,,,,R05DA,VINCITOS FORTE
miolastan,MIOLASTAN,,,,,M03BX,MYOLASTAN,M03BX,MYOLASTAN
"Trankimaz?n 0,5 mg",TRANKIMAZ?N,,,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN
llagrimes,LLAGRIMES,,,,,,,,
LYRICA MASTICAL,LYRICA MASTICAL,,,,,,,,
condrosan,CONDROSAN,M01AX,CONDROSAN,M01AX,CONDROSAN,M01AX,CONDROSAN,M01AX,CONDROSAN
omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
SINEMET,SINEMET,N04BA,SINEMET,N04BA,SINEMET,N04BA,SINEMET,N04BA,SINEMET
transilium,TRANSILIUM,,,N05BA,TRANXILIUM,N05BA,TRANXILIUM,N05BA,TRANXILIUM
Climaxol,CLIMAXOL,,,,,,,M03BB,LUMBAXOL
GINKO BILOBA,GINKO BILOBA,,,N06DX,GINKGO BILOBA,N06DX,GINKGO BILOBA,N06DX,GINKGO BILOBA
prozac,PROZAC,N06AB,PROZAC,N06AB,PROZAC,N06AB,PROZAC,N06AB,PROZAC
magnesi carbonat Lajusticia,MAGNESI CARBONAT LAJUSTICIA,,,,,,,,
Colamar,COLAMAR,,,,,,,C09CA,COZAAR
"calcio, magnesio, boron",CALCIO MAGNESIO BORON,,,,,,,,
Multicentrum +50,MULTICENTRUM,,,,,,,,
Oscillococcinum,OSCILLOCOCCINUM,,,,,,,,
sandoz cabello,SANDOZ CABELLO,,,,,,,,
plejia retard,PLEJIA RETARD,,,,,N02AX,PALEXIA RETARD,N02AX,PALEXIA RETARD
probioticos,PROBIOTICOS,,,,,J01CA,PIROBIOTIC,J01CA,PIROBIOTIC
Levotiroxina,LEVOTIROXINA,,,,,H03AA,TIROXINA,H03AA,TIROXINA
Glucosamine Chondroitin MSM,GLUCOSAMINE CHONDROITIN MSM,,,,,,,,
ACEITE ONAGRA/ SALVIA OFICINALIS,ACEITE ONAGRA SALVIA OFICINALIS,,,,,,,,
Gastrus,GASTRUS,,,,,,,A02AD,GASTROSAN
no lo recuerdo,NO LO RECUERDO,,,,,,,,
Novuring- anell vaginal,NOVURING ANELL VAGINAL,,,,,,,,
pastilles,PASTILLES,,,,,,,,
"NO RECUERDO, ERA SUAVE",NO RECUERDO ERA SUAVE,,,,,,,,
eugyn?,EUGYN,,,,,G03AA,EUGYNON,G03AA,EUGYNON
LA P?NDIOLA M?S CORRENT,LA P?NDIOLA M?S CORRENT,,,,,,,,
tidrodil,TIDRODIL,,,,,H03BB,TIRODRIL,H03BB,TIRODRIL
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU,DIU,,,,,,,D05BX,DIFUR
PROGEVERA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA
pastilles anticonceptives (no recordo nom),PASTILLES ANTICONCEPTIVES NO RECORDO NOM,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
PASTILLES,PASTILLES,,,,,,,,
NO LO RECUERDO,NO LO RECUERDO,,,,,,,,
anticonceptius orals,ANTICONCEPTIUS ORALS,,,,,,,,
passtilles,PASSTILLES,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
DIANA,DIANA,,,,,,,D08AG,IODINA
Microginon,MICROGINON,,,G03AA,MICROGYNON,G03AA,MICROGYNON,G03AA,MICROGYNON
No recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
NEOGINONA,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
DIU,DIU,,,,,,,D05BX,DIFUR
EVRAX,EVRAX,,,,,G03AA,EVRA,G03AA,EVRA
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
TRIMINULET,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
TRYAGINON,TRYAGINON,,,,,,,G03AB,TRIAGYNON
MIRENA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
pastilles anticonceptives,PASTILLES ANTICONCEPTIVES,,,,,,,,
diu mirena,DIU MIRENA,,,,,,,G02BA,MIRENA
oral,ORAL,,,,,C09BB,ZORAIL,C09BB,ZORAIL
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
PASTILLA,PASTILLA,,,,,,,R02AB,PASTILLAS KOKI
jazmin,JAZMIN,,,,,,,B05BA,VAMIN
NEO-LINDIOL,NEOLINDIOL,,,,,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL
eugynon,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON
DIU,DIU,,,,,,,D05BX,DIFUR
Triaginon,TRIAGINON,,,,,G03AB,TRIAGYNON,G03AB,TRIAGYNON
TRIAGINON,TRIAGINON,,,,,G03AB,TRIAGYNON,G03AB,TRIAGYNON
No recordo el nom de les pastilles anticonceptives,NO RECORDO EL NOM DE LES PASTILLES ANTICONCEPTIVES,,,,,,,,
ORAL,ORAL,,,,,C09BB,ZORAIL,C09BB,ZORAIL
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
Oral,ORAL,,,,,C09BB,ZORAIL,C09BB,ZORAIL
anticonceptivo,ANTICONCEPTIVO,,,,,,,,
inyectable,INYECTABLE,,,,,,,J01CA,SINUS INYECTABLE
ovarion,OVARION,,,,,,,C04AE,VARSON
Orgametril,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL
diane 35,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
no se el nombre,NO SE EL NOMBRE,,,,,,,,
"PASTILLAS ""DIANA""",PASTILLAS DIANA,,,,,R05CA,PASTILLAS JUANOLA,R05CA,PASTILLAS JUANOLA
NO RECUERDO NOMBRE,NO RECUERDO NOMBRE,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
microdiol,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL
pastilles-no recordo nom,PASTILLESNO RECORDO NOM,,,,,,,,
DIU,DIU,,,,,,,D05BX,DIFUR
Pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
diu mirena,DIU MIRENA,,,,,,,G02BA,MIRENA
diane,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
aro,ARO,,,,,,,A02AF,RABRO
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
oral,ORAL,,,,,C09BB,ZORAIL,C09BB,ZORAIL
Neoginona,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
DIU INTRAUTER  NO HORMONATI,DIU INTRAUTER  NO HORMONATI,,,,,,,,
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
"ginovin, triaginon",GINOVIN TRIAGINON,,,,,,,,
ANTICONCEPTIUS  ORALS,ANTICONCEPTIUS  ORALS,,,,,,,,
NO RECUERDO EL NOMBRE,NO RECUERDO EL NOMBRE,,,,,,,,
pastilles contraceptives,PASTILLES CONTRACEPTIVES,,,,,,,,
